## Sheet: Forecast
 |  | Power Grid Bangladesh PLC
 |  | National Load Dispatch Center (NLDC)
 |  | Forecasted Generation & Demand of National Grid
 | Date : | 29-06-2026
Sl. | Name of the
 Power Station | Fuel | Producer | Installed Capacity |  | Present Capacity | Actual Generation on |  | Forecasted Available Gen. on |  | Effective Available Gen. on |  | Remarks
 |  |  |  |  |  |  | 28-06-2026 | during | 29-06-2026 | during | 29-06-2026 | during
 |  |  |  |  |  |  | Day Peak | Ev. Peak | Day Peak | Ev. Peak | Day Peak | Ev. Peak
 |  |  |  | Unit No. X Capacity | MW | MW | MW | MW | MW | MW | MW | MW
 | 13 | Banani | 76 | 13:00 | 79 | KSRM | 28 | 20:00 | 145 | Patuakhali | 61 | 22:00
 | 14 | Bangabhaban | 23 | 10:00 | 80 | Kabirpur | 253 | 21:00 | 146 | Payra | 36 | 04:00
 | 15 | Barapukuria | 66 | 21:00 | 81 | Kachua | 90 | 22:00 | 147 | Postogola | 69 | 00:00
 | 16 | Barguna | 20 | 05:00 | 82 | Kaliganj | 39 | 03:00 | 148 | Pubail | 30 | 11:00
 | 17 | Barishal | 113 | 13:00 | 83 | Kallyanpur | 141 | 00:00 | 149 | Purbachal | 35 | 14:00
 | 18 | Barishal-230 | 110 | 22:00 | 84 | Kalurghat | 41 | 11:00 | 150 | Purbasadipur | 132 | 06:00
 | 19 | Baroaulia | 50 | 00:00 | 85 | Kamrangirchar | 84 | 13:00 | 151 | Rahanpur | 34 | 00:00
 | 20 | Baroirhat | 64 | 01:00 | 86 | Kaptai |  |  | 152 | Rahim | 31 | 15:00
 | 21 | Bashundhara | 230 | 14:00 | 87 | Kasba | 34 | 19:30 | 153 | Rajbari | 80 | 21:00
 | 22 | BashundharaCement | 1 | 00:00 | 88 | Kazla | 117 | 00:00 | 154 | Rajendrapur | 105 | 19:30
 | 23 | Beanibazar | 68 | 06:00 | 89 | Keranigonj | 89 | 21:00 | 155 | Rajshahi | 144 | 21:00
 | 24 | Benapole | 64 | 06:00 | 90 | Khagrachori | 32 | 00:00 | 156 | Rajshahi-230 | 98 | 22:00
 | 25 | Bhaluka | 152 | 22:00 | 91 | Khulna | 63 | 21:00 | 157 | Ramganj | 108 | 19:30
 | 26 | Bhandaria | 50 | 13:00 | 92 | Khulshi | 193 | 19:30 | 158 | Rampur | 44 | 23:00
 | 27 | Bhangura | 35 | 00:00 | 93 | Kishoreganj | 126 | 11:00 | 159 | Rangamati | 16 | 19:30
 | 28 | Bheramara(GK) | 69 | 23:00 | 94 | Kodda | 269 | 18:00 | 160 | Rangpur | 144 | 20:00
 | 29 | Bhulta | 230 | 21:00 | 95 | Kulaura | 55 | 23:00 | 161 | Ruppur | 5 | 15:00
 | 30 | Bog-Sherpur | 72 | 19:30 | 96 | Kurigram | 62 | 21:00 | 162 | SSM | 0 | 00:00
 | 31 | Bogura | 205 | 00:00 | 97 | Kushtia | 178 | 22:00 | 163 | Saidpur | 110 | 08:00
 | 32 | Borhanuddin | 75 | 23:00 | 98 | Laksam | 29 | 02:00 | 164 | Santhia | 34 | 01:00
 | 33 | Brahmanbaria | 135 | 19:00 | 99 | Lakshmipur | 45 | 21:00 | 165 | Satkhira | 147 | 23:00
 | 34 | Cantonment | 154 | 13:00 | 100 | Lalbag | 78 | 12:00 | 166 | Satmasjid | 118 | 19:30
 | 35 | Chandina | 37 | 00:00 | 101 | Lalmonirhat | 63 | 20:00 | 167 | Savar | 218 | 19:00
 | 36 | Chandpur | 72 | 19:00 | 102 | MI_Cement | 8.5 | 13:00 | 168 | SevenRings | 14.36 | 18:00
 | 37 | Chandraghona | 34 | 19:00 | 103 | Madanganj | 45 | 11:00 | 169 | ShahCement | 25 | 23:00
 | 38 | Chapai | 73 | 21:00 | 104 | Madaripur | 118 | 23:00 | 170 | Shahjadpur | 79 | 06:00
 | 39 | Charfasson | 33 | 22:00 | 105 | Madartek | 96 | 00:00 | 171 | Shahjibazar | 134 | 21:00
 | 40 | Charsaidpur | 42 | 01:00 | 106 | Madunaghat | 56 | 19:00 | 172 | Shahmirpur | 47 | 01:00
 | 41 | Chauddagram | 68 | 19:00 | 107 | Magura | 75 | 23:00 | 173 | Shariatpur | 80 | 22:00
 | 42 | Chhatak | 36 | 22:00 | 108 | Mahasthangarh | 80 | 04:00 | 174 | Sherpur | 132 | 22:00
 | 43 | Chowmuhani | 159 | 21:00 | 109 | Maijdee | 41 | 03:00 | 175 | Shikalbaha | 33 | 00:00
 | 44 | Chuadanga | 123 | 19:00 | 110 | Manikganj | 138 | 22:00 | 176 | Shitalakhya | 85.5 | 15:00
 | 45 | Coxsbazar | 131 | 21:00 | 111 | Maniknagar | 82 | 15:00 | 177 | Sholosohor | 45 | 09:00
 | 46 | Cumilla(N) | 127 | 21:00 | 112 | Matarbari | 53 | 19:00 | 178 | Shomvuganj | 38 | 12:00
 | 47 | Cumilla(S) | 179 | 00:00 | 113 | Matuail | 82 | 00:00 | 179 | Shyampur | 172 | 02:00
 | 48 | Daganbhuiyan | 41 | 21:00 | 114 | Metrorail_Motijheel | 17 | 09:00 | 180 | Siddhirganj | 138 | 12:00
 | 49 | Daudkandi | 152 | 20:00 | 115 | Metrorail_Uttara | 0 | 00:00 | 181 | Sirajganj | 132 | 21:00
 | 50 | DhakaUniversity | 104 | 13:00 | 116 | Millgate | 140 | 12:00 | 182 | Sitakunda | 21 | 19:30
 | 51 | Dhamrai | 92 | 00:00 | 117 | Mirpur | 164 | 12:00 | 183 | Sonargaon | 125 | 20:00
 | 52 | Dhanmondi | 137 | 12:00 | 118 | Mirsorai | 37 | 09:00 | 184 | Sreemongol | 74 | 23:00
 | 53 | Dohazari | 98 | 23:00 | 119 | Mirzapur | 38 | 20:00 | 185 | Sreepur | 132 | 18:00
 | 54 | Faridpur | 172 | 21:00 | 120 | Mithapukur | 64 | 21:00 | 186 | Srinagar | 47.8 | 18:30
 | 55 | Fatullah | 106 | 12:00 | 121 | Modern |  |  | 187 | Sunamganj | 53 | 20:00
 | 56 | Fenchuganj | 49 | 21:00 | 122 | Mogbazar | 117.5 | 15:00 | 188 | Sylhet | 125 | 19:00
 | 57 | Feni | 103 | 22:00 | 123 | Mongla | 47 | 21:00 | 189 | Sylhet_(South) | 62 | 23:00
 | 58 | GPH | 73 | 20:00 | 124 | Motijheel | 58 | 13:00 | 190 | TK | 23.5 | 00:00
 | 59 | Ghatail | 80 | 20:00 | 125 | Muktagacha | 40 | 09:00 | 191 | Tangail | 172 | 18:30
 | 60 | Ghorashal | 0 | 00:00 | 126 | Munshiganj | 111 | 19:00 | 192 | Taraganj | 25 | 21:00
 | 61 | Ghorashal-230 | 101 | 19:00 | 127 | Muradnagar | 52 | 22:00 | 193 | Tasnim | 40 | 10:00
 | 62 | Goalpara | 39 | 08:00 | 128 | Mymensingh | 164 | 22:00 | 194 | Thakurgaon | 93 | 21:00
 | 63 | Gollamari | 120 | 15:00 | 129 | Nabinagar | 110 | 18:30 | 195 | Tongi | 141 | 11:00
 | 64 | Gopalganj | 110.4 | 21:00 | 130 | Naogaon | 144 | 21:00 | 196 | Ullahpara | 42 | 21:00
 | 65 | Gulshan | 142 | 14:00 | 131 | Narail | 66.5 | 23:00 | 197 | Ullon | 65 | 00:00
 | 66 | Halishahar | 112 | 09:00 | 132 | Narinda | 80 | 13:00 | 198 | Uttara | 113 | 15:00
 |  | Sub-Divisional Engineer |  |  |  | Executive Engineer |  |  |  | Superintendent Engineer
 |  | Network Operation Division |  |  |  | Network Operation Division |  |  |  | Network Operation Division
 | (1) Honbl. Advisor |  | (4) Chairman,BERC |  |  | (9) Member,Generation,PDB. | (14) G.M. Commercial Operation |  |  | (20) Director,Public Relation,PDB. | (26) Executive Eng. EMD.
 | Ministry of Power,Energy & Mineral |  | (5) Chairman, BPDB. |  |  | (10) Member,Distribution,PDB. | (15) C.E. Generation,PDB. |  |  | (21) Director Program, PDB. | (27) NLDC
 | Resources, GOB. |  | (6) Managing  Director, PGCB. |  |  | (11) Member,Transmission & | (16) C.E, (P & D),PDB. |  |  | (22) S.E. Consumer Affairs,PDB.
 | (2) Secy (Power Divn.)Ministry of |  | (7) Member(Power & Industry) |  |  | System Operation,PDB. | (17) C.E. System Operation,PGCB |  |  | (23) Director,Project Planning,PDB.
 | Power,Energy & Mineral Resources. |  | Planning Commission. |  |  | (12) Member,P&D,PDB. | (18) C.E. Transmission (1&2) PGCB. |  |  | (24) Director,System Planning,PDB.
 | (3) Director General,Power cell |  | (8) Executive Director (O & M) PGCB. |  |  | (13) C.E (P & D), PGCB. | (19) S.E. System Protection,PGCB. |  |  | (25)  Executive Eng.IMD.
## Sheet: P4
 | Power Grid Bangladesh PLC
 | National Load Dispatch Center (NLDC)
 | Hourly Demand, Generation & Load-Shed Report
 | Date : | 28-06-2026
 | Hour | Generation |  | Load-Shed |  | Demand
 | 1900-01-01 | 14714.36 |  | 3280 |  | 18141.96
 | 1900-01-01 | 13945.1 |  | 3324 |  | 17419.1
 | 1900-01-01 | 13740.07 |  | 3400 |  | 17293.07
 | 1900-01-01 | 13712.44 |  | 3342 |  | 17204.44
 | 1900-01-01 | 13714.9 |  | 3264 |  | 17125.9
 | 1900-01-01 | 13737.05 |  | 3078 |  | 16954.05
 | 1900-01-01 | 13720.15 |  | 2919 |  | 16770.15
 | 1900-01-01 | 13790.58 |  | 2721 |  | 16633.58
 | 1900-01-01 | 13766.52 |  | 2689 |  | 16576.52
 | 1900-01-01 | 14152.08 |  | 2635 |  | 16906.08
 | 1900-01-01 | 14255.26 |  | 2599 |  | 16971.26
 | 1900-01-01 | 14158.19 |  | 1907 |  | 16151.01
 | 1900-01-01 | 14398.75 |  | 2620 |  | 17136.65
 | 1900-01-01 | 14450.08 |  | 2351 |  | 16906.88
 | 1900-01-01 | 14640.85 |  | 2361 |  | 17108.1
 | 1900-01-01 | 14577.97 |  | 2888 |  | 17595.93
 | 1900-01-01 | 14410.68 |  | 2530 |  | 17054.53
 | 1900-01-01 | 14364.83 |  | 2378 |  | 16849.83
 | 1900-01-01 | 14274.87 |  | 1989 |  | 16353.87
 | 1900-01-01 | 15607.55 |  | 1977 |  | 17673.52
 | 1900-01-01 | 15775.23 |  | 2033 |  | 17899.23
 | 1900-01-01 | 15666.01 |  | 1983 |  | 17738.01
 | 1900-01-01 | 16038.59 |  | 2216 |  | 18354.59
 | 1900-01-01 | 15850.18 |  | 1799 |  | 17730.14
 | 1900-01-01 | 15725.99 |  | 2014 |  | 17830.62
 | Sub-Divisional Engineer |  |  |  | Executive Engineer
 | Network Operation Division |  |  |  | Network Operation Division
## Sheet: L-Curve
 |  |  |  |  |  |  |  |  |  |  |  | QF-LDC-11
Date | 28-06-2026 |  |  |  | Power Grid Bangladesh PLC
TIME | EAST GRID | WEST GRID | TOTAL |  | National Load Dispatch Center (NLDC)
00:00 | 7769 | 6945.36 | 14714.36 |  | DAILY GENERATION CURVE
00:30 | 7532 | 6797.73 | 14329.73
01:00 | 7295 | 6650.1 | 13945.1 |  | 28-06-2026
01:30 | 7199.5 | 6643.085 | 13842.585
02:00 | 7104 | 6636.07 | 13740.07
02:30 | 7055 | 6671.255 | 13726.255
03:00 | 7006 | 6706.44 | 13712.44
03:30 | 7007.5 | 6706.17 | 13713.67
04:00 | 7009 | 6705.9 | 13714.9
04:30 | 7001 | 6724.975 | 13725.975
05:00 | 6993 | 6744.05 | 13737.05
05:30 | 6969.06 | 6759.54 | 13728.6
06:00 | 6945.12 | 6775.03 | 13720.15
06:30 | 6935.515 | 6819.85 | 13755.365
07:00 | 6925.91 | 6864.67 | 13790.58
07:30 | 6903.275 | 6875.275 | 13778.55
08:00 | 6880.64 | 6885.88 | 13766.52
08:30 | 7043.365 | 6915.935 | 13959.3
09:00 | 7206.09 | 6945.99 | 14152.08
09:30 | 7192.23 | 7011.44 | 14203.67
10:00 | 7178.37 | 7076.89 | 14255.26
10:30 | 7170.355 | 7036.37 | 14206.725
11:00 | 7162.34 | 6995.85 | 14158.19
11:30 | 7214.865 | 7063.605 | 14278.47
12:00 | 7267.39 | 7131.36 | 14398.75
12:30 | 7263.14 | 7161.275 | 14424.415
13:00 | 7258.89 | 7191.19 | 14450.08
13:30 | 7318.65 | 7226.815 | 14545.465
14:00 | 7378.41 | 7262.44 | 14640.85
14:30 | 7403.515 | 7205.895 | 14609.41
15:00 | 7428.62 | 7149.35 | 14577.97
15:30 | 7419.32 | 7075.005 | 14494.325
16:00 | 7410.02 | 7000.66 | 14410.68
16:30 | 7397.78 | 6989.975 | 14387.755
17:00 | 7385.54 | 6979.29 | 14364.83
17:30 | 7405.095 | 6914.755 | 14319.85
18:00 | 7424.65 | 6850.22 | 14274.87
18:30 | 7974.575 | 6966.635 | 14941.21
19:00 | 8524.5 | 7083.05 | 15607.55
19:30 | 8540.5 | 7234.73 | 15775.23
20:00 | 8473.5 | 7192.51 | 15666.01
20:30 | 8594.68 | 7257.62 | 15852.3 |  |  |  |  |  | Executive Engineer
21:00 | 8715.86 | 7322.73 | 16038.59 |  |  |  |  |  | Network Operation Division
21:30 | 8689.36 | 7255.025 | 15944.385
22:00 | 8662.86 | 7187.32 | 15850.18
22:30 | 8601.18 | 7186.905 | 15788.085
23:00 | 8539.5 | 7186.49 | 15725.99
## Sheet: En-Curve
 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | QF-LDC-12
Date | 28-06-2026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Power Grid Bangladesh PLC
TIME | Gas-Public | Gas-Pvt | HVDC | Nepal | Tripura | Adani | Hydro | Coal | Solar | HFO-Public | HFO-Pvt | HSD-Public | HSD-Pvt | Wind | Shortage |  | National Load Dispatch Center (NLDC)
00:00 | 3358 | 1893 | 798 | 38 | 180 | 1491.36 | 89 | 5262 | 0 | 316 | 1278 | 0 | 0 | 11 | 3280 |  | DAILY  ENERGY  CURVE
00:30 | 3361 | 1898.5 | 798 | 38 | 176 | 1488.73 | 88 | 5091.5 | 0 | 268 | 1114.5 | 0 | 0 | 7.5 | 3302 |  | 28-06-2026
01:00 | 3364 | 1904 | 798 | 38 | 172 | 1486.1 | 87 | 4921 | 0 | 220 | 951 | 0 | 0 | 4 | 3324
01:30 | 3372 | 1903.5 | 798 | 38 | 170 | 1483.585 | 86 | 4903.5 | 0 | 200 | 880.5 | 0 | 0 | 7.5 | 3362 |  | Energy Generated |  |  | 350.52263338 |  |  | MKWHr
02:00 | 3380 | 1903 | 798 | 38 | 168 | 1481.07 | 85 | 4886 | 0 | 180 | 810 | 0 | 0 | 11 | 3400 |  | Energy not Served |  |  | 62.264 |  |  | MKWHr
02:30 | 3366.5 | 1877.5 | 845 | 38 | 167 | 1478.755 | 85 | 4882.5 | 0 | 179.5 | 794.5 | 0 | 0 | 12 | 3371 |  | Total Energy Requirement |  |  | 412.78663338 |  |  | MKWHr
03:00 | 3353 | 1852 | 892 | 38 | 166 | 1476.44 | 85 | 4879 | 0 | 179 | 779 | 0 | 0 | 13 | 3342
03:30 | 3358.5 | 1866.5 | 891.5 | 38 | 165 | 1478.67 | 87 | 4884 | 0 | 179 | 759 | 0 | 0 | 6.5 | 3303
04:00 | 3364 | 1881 | 891 | 38 | 164 | 1480.9 | 89 | 4889 | 0 | 179 | 739 | 0 | 0 | 0 | 3264
04:30 | 3363 | 1872 | 891.5 | 38 | 159 | 1481.975 | 89 | 4886 | 0 | 179 | 764.5 | 0 | 0 | 2 | 3171
05:00 | 3362 | 1863 | 892 | 38 | 154 | 1483.05 | 89 | 4883 | 0 | 179 | 790 | 0 | 0 | 4 | 3078
05:30 | 3349 | 1848 | 892.5 | 38 | 151 | 1478.19 | 89 | 4880 | 13.91 | 176.5 | 805.5 | 0 | 0 | 7 | 2998.5
06:00 | 3336 | 1833 | 893 | 38 | 148 | 1473.33 | 89 | 4877 | 27.82 | 174 | 821 | 0 | 0 | 10 | 2919
06:30 | 3315 | 1847.5 | 892.5 | 38 | 148 | 1478.55 | 89 | 4880 | 71.815 | 163 | 821.5 | 0 | 0 | 10.5 | 2820
07:00 | 3294 | 1862 | 892 | 38 | 148 | 1483.77 | 89 | 4883 | 115.81 | 152 | 822 | 0 | 0 | 11 | 2721
07:30 | 3303 | 1824 | 892 | 38 | 147 | 1478.885 | 89 | 4866.5 | 154.165 | 156 | 822.5 | 0 | 0 | 7.5 | 2705
08:00 | 3312 | 1786 | 892 | 38 | 146 | 1474 | 89 | 4850 | 192.52 | 160 | 823 | 0 | 0 | 4 | 2689
08:30 | 3317.5 | 1802.5 | 892 | 38 | 149 | 1484.14 | 90 | 4884.5 | 238.16 | 198 | 841 | 0 | 0 | 24.5 | 2662
09:00 | 3323 | 1819 | 892 | 38 | 152 | 1494.28 | 91 | 4919 | 283.8 | 236 | 859 | 0 | 0 | 45 | 2635
09:30 | 3329.5 | 1803 | 892 | 38 | 147 | 1488.7 | 91 | 4977 | 355.97 | 246.5 | 812 | 0 | 0 | 23 | 2617
10:00 | 3336 | 1787 | 892 | 38 | 142 | 1483.12 | 91 | 5035 | 428.14 | 257 | 765 | 0 | 0 | 1 | 2599
10:30 | 3329.5 | 1787.5 | 892 | 38 | 148 | 1484.12 | 90 | 5005.5 | 418.605 | 260 | 752.5 | 0 | 0 | 1 | 2253
11:00 | 3323 | 1788 | 892 | 38 | 154 | 1485.12 | 89 | 4976 | 409.07 | 263 | 740 | 0 | 0 | 1 | 1907
11:30 | 3332.5 | 1813.5 | 892 | 38 | 160 | 1479.72 | 89 | 4998 | 445.25 | 285 | 743 | 0 | 0 | 2.5 | 2263.5
12:00 | 3342 | 1839 | 892 | 38 | 166 | 1474.32 | 89 | 5020 | 481.43 | 307 | 746 | 0 | 0 | 4 | 2620
12:30 | 3318.5 | 1830 | 892 | 38 | 171 | 1477.145 | 87 | 5043.5 | 489.77 | 308 | 764.5 | 0 | 0 | 5 | 2485.5
13:00 | 3295 | 1821 | 892 | 38 | 176 | 1479.97 | 85 | 5067 | 498.11 | 309 | 783 | 0 | 0 | 6 | 2351
13:30 | 3330 | 1799.5 | 892.5 | 38 | 170 | 1484.215 | 84 | 5082 | 512.75 | 319.5 | 826 | 0 | 0 | 7 | 2356
14:00 | 3365 | 1778 | 893 | 38 | 164 | 1488.46 | 83 | 5097 | 527.39 | 330 | 869 | 0 | 0 | 8 | 2361
14:30 | 3356.5 | 1832 | 892.5 | 38 | 168 | 1488.895 | 83 | 5095.5 | 453.515 | 317 | 875.5 | 0 | 0 | 9 | 2624.5
15:00 | 3348 | 1886 | 892 | 38 | 172 | 1489.33 | 83 | 5094 | 379.64 | 304 | 882 | 0 | 0 | 10 | 2888
15:30 | 3342.5 | 1900.5 | 891.5 | 38 | 170 | 1488.69 | 83 | 5087 | 293.135 | 308 | 879 | 0 | 0 | 13 | 2709
16:00 | 3337 | 1915 | 891 | 38 | 168 | 1488.05 | 83 | 5080 | 206.63 | 312 | 876 | 0 | 0 | 16 | 2530
16:30 | 3335 | 1890.5 | 891.5 | 38 | 166 | 1486.115 | 84 | 5079.5 | 162.64 | 315 | 928 | 0 | 0 | 11.5 | 2454
17:00 | 3333 | 1866 | 892 | 38 | 164 | 1484.18 | 85 | 5079 | 118.65 | 318 | 980 | 0 | 0 | 7 | 2378
17:30 | 3302.5 | 1794.5 | 892 | 38 | 160 | 1452.92 | 86 | 5062.5 | 82.93 | 342.5 | 1089.5 | 10 | 0 | 6.5 | 2183.5
18:00 | 3272 | 1723 | 892 | 38 | 156 | 1421.66 | 87 | 5046 | 47.21 | 367 | 1199 | 20 | 0 | 6 | 1989
18:30 | 3325.5 | 1800 | 891.5 | 38 | 166 | 1440.355 | 88 | 5294 | 23.605 | 428 | 1399.75 | 40 | 0 | 6.5 | 1983
19:00 | 3379 | 1877 | 891 | 38 | 176 | 1459.05 | 89 | 5542 | 0 | 489 | 1600.5 | 60 | 0 | 7 | 1977
19:30 | 3305 | 1832 | 893 | 38 | 172 | 1479.73 | 89 | 5643 | 0 | 513 | 1735.5 | 60 | 0 | 15 | 2033
20:00 | 3280 | 1755 | 891 | 38 | 164 | 1474.51 | 89 | 5644 | 0 | 520 | 1734.5 | 60 | 0 | 16 | 1983
20:30 | 3346.5 | 1857 | 844.5 | 38 | 168 | 1474.62 | 89 | 5648.5 | 0 | 523.5 | 1742.68 | 105.5 | 0 | 14.5 | 2099.5
21:00 | 3413 | 1959 | 798 | 38 | 172 | 1474.73 | 89 | 5653 | 0 | 527 | 1750.86 | 151 | 0 | 13 | 2216
21:30 | 3412 | 1935.5 | 750.5 | 38 | 170 | 1473.025 | 89 | 5653.5 | 0 | 502.5 | 1755.86 | 151 | 0 | 13.5 | 2007.5
22:00 | 3411 | 1912 | 703 | 38 | 168 | 1471.32 | 89 | 5654 | 0 | 478 | 1760.86 | 151 | 0 | 14 | 1799
22:30 | 3418 | 1946 | 703 | 38 | 161 | 1482.405 | 89 | 5651 | 0 | 477.5 | 1655.18 | 151 | 0 | 16 | 1906.5
23:00 | 3425 | 1980 | 703 | 38 | 154 | 1493.49 | 89 | 5648 | 0 | 477 | 1549.5 | 151 | 0 | 18 | 2014
 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Executive Engineer
 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Network Operation Division
## Sheet: EWIC
 |  |  |  |  |  |  |  |  |  |  | QF-LDC-40
Power Grid Bangladesh PLC
National Load Dispatch Center (NLDC)
East-West Interconnector Log
Date: | 28-06-2026
EWIC | Ishurdi-Ghorashal |  | Sirajganj-Sreepur |  | Gopalganj-Aminbazar |  | Line |  | Export/Import |  | Energy (MkWHr)
Time | MW | MVAR | MW | MVAR | MW | MVAR
1900-01-01 | 154 | 41 | 520 | 122 | 1628 | 544 | Ishurdi-Ghorashal Ckt-1 |  | Export |  | 1609163.66
1900-01-01 | 140 | 33 | 500 | 106 | 1614 | 456
1900-01-01 | 128 | 25 | 480 | 120 | 1598 | 436 |  |  | Import |  | 0
1900-01-01 | 140 | 18 | 500 | 100 | 1620 | 416
1900-01-01 | 148 | 20 | 524 | 114 | 1626 | 426 | Ishurdi-Ghorashal Ckt-2 |  | Export |  | 0
1900-01-01 | 140 | 15 | 512 | 122 | 1574 | 430
1900-01-01 | 137 | 14 | 502 | 120 | 1574 | 412 |  |  | Import |  | 0
1900-01-01 | 140 | 11 | 498 | 102 | 1574 | 390
1900-01-01 | 158 | 21 | 556 | 144 | 1694 | 470 | Sirajganj-Sreepur Ckt-1 |  | Export |  | 3265000
1900-01-01 | 186 | 41 | 570 | 124 | 1846 | 526
1900-01-01 | 199 | 50 | 580 | 120 | 1950 | 604 |  |  | Import |  | 0
1900-01-01 | 199 | 50 | 652 | 188 | 1996 | 626
1900-01-01 | 179 | 25 | 700 | 210 | 1942 | 578 | Sirajganj-Sreepur Ckt-2 |  | Export |  | 3274000
1900-01-01 | 187 | 34 | 650 | 190 | 1930 | 574
1900-01-01 | 190 | 35 | 634 | 190 | 1956 | 562 |  |  | Import |  | 0
1900-01-01 | 190 | 42 | 632 | 172 | 1948 | 604
1900-01-01 | 187 | 45 | 616 | 176 | 1932 | 612 | Gopalganj-Aminbazar Ckt-1 |  | Export |  | 21190000
1900-01-01 | 180 | 39 | 594 | 172 | 1900 | 582
1900-01-01 | 167 | 34 | 560 | 176 | 1770 | 600 |  |  | Import |  | 0
1900-01-01 | 171 | 44 | 524 | 180 | 1770 | 600
1900-01-01 | 157 | 38 | 500 | 174 | 1662 | 576 | Gopalganj-Aminbazar Ckt-2 |  | Export |  | 21240000
1900-01-01 | 141 | 25 | 456 | 146 | 1710 | 548
1900-01-01 | 141 | 21 | 474 | 160 | 1714 | 550 |  |  | Import |  | 0
1900-01-01 | 110 | 12 | 420 | 170 | 1552 | 478
1900-01-01 | 98 | 11 | 416 | 154 | 1520 | 470 |  |  | Total Export |  | 50578163.66
1900-01-01 | 114 | 16 | 492 | 188 | 1566 | 510 |  |  | Total Import |  | 0
 | ***Positive MW indicates power flow from West to East, and negative MW indicates flow from East to West.
 |  | Sub-Divisional Engineer |  |  |  |  | Executive Engineer
 |  | Network Operation Division |  |  |  |  | Network Operation Division
## Sheet: Voltage
Power Grid Bangladesh PLC
National Load Dispatch Center (NLDC)
Maximum & Minimum Voltages of Grid Sub-Stations
Date: | 28-06-2026
Substation | Maximum Voltage | Time | Minimum Voltage | Time | Substation | Maximum Voltage | Time | Minimum Voltage | Time
400 kV | KV |  | KV |  | 400 kV | KV |  | KV
Aminbazar | 375 | 10:00 | 350 | 11:00 | Madunaghat | 392 | 02:00 | 382 | 21:00
Amtali | 406 | 00:00 | 401 | 11:00 | Meghnaghat | 377 | 01:00 | 359 | 12:00
Ashuganj | 404 | 1900-01-01 | 377 | 1900-01-01 | Payra | 412 | 00:00 | 402 | 12:00
Bhulta | 395 | 03:00 | 368 | 12:00 | Rahanpur | 397 | 01:00 | 386 | 21:00
Bibiana | 392 | 01:00 | 380 | 18:30 | Rampal | 385 | 01:00 | 371 | 13:00
BIPTC | 400 | 07:00 | 392 | 00:00
Bogura | 381 | 01:00 | 365 | 21:00
Gopalganj | 384 | 01:00 | 368 | 12:00
Kaliakoir | 365 | 01:00 | 344 | 11:00
Korerhat | 390 | 02:00 | 376 | 19:30
230 kV | KV |  | KV |  | 230 kV | KV |  | KV
Agargaon | 227 | 01:00 | 212 | 11:00 | Ishurdi | 234 | 01:00 | 211 | 21:00
AKSML | 227 | 02:00 | 220 | 13:00 | Jhenaidah | 222 | 01:00 | 204 | 22:00
Aminbazar | 230 | 03:00 | 211 | 11:00 | Kachua | 221 | 01:00 | 213 | 21:00
Ashuganj | 226 | 06:00 | 214 | 12:00 | Kaliakoir | 227 | 01:00 | 211 | 11:00
Ashuganj-400 | 226 | 06:00 | 214 | 12:00 | Keranigonj | 226 | 03:00 | 210 | 16:00
Baghabari | 229 | 00:00 | 216 | 20:00 | Khulna(S) | 221 | 02:00 | 206 | 13:00
Barapukuria | 223 | 01:00 | 213 | 21:00 | Korerhat | 222 | 01:00 | 214 | 13:00
Barapukuria-230 | 223 | 01:00 | 213 | 21:00 | Madunaghat | 229 | 02:00 | 223 | 19:00
Barishal | 223 | 01:00 | 216 | 12:00 | Madunaghat-400 | 231 | 03:00 | 225 | 12:00
Bheramara | 233 | 01:00 | 210 | 21:00 | Maniknagar | 226 | 05:00 | 207 | 11:00
Bhulta | 227 | 05:00 | 208 | 12:00 | Meghnaghat | 232 | 03:00 | 220 | 11:00
Bibiana | 228 | 01:00 | 219 | 19:00 | Meghnaghat-400 | 229 | 03:00 | 214 | 12:00
BIPTC | 235 | 01:00 | 210 | 21:00 | Mirsorai | 226 | 01:00 | 218 | 19:30
Bogura | 236 | 01:00 | 225 | 21:00 | Naogaon | 222 | 01:00 | 205 | 21:00
Bogura-400 | 237 | 01:00 | 226 | 21:00 | Purbasadipur | 221 | 01:00 | 209 | 21:00
Borhanuddin | 233 | 14:00 | 222 | 16:00 | Rajshahi | 230 | 01:00 | 207 | 21:00
BSRM | 222 | 01:00 | 214 | 19:00 | Rampal | 219 | 01:00 | 206 | 21:00
Charfasson | 231 | 07:00 | 222 | 14:00 | Rampur
Chowmuhani | 222 | 01:00 | 212 | 21:00 | Rampura | 226 | 05:00 | 207 | 12:00
Cumilla(N) | 224 | 01:00 | 212 | 12:00 | Shikalbaha | 230 | 03:00 | 222 | 14:00
Faridpur | 218 | 01:00 | 208 | 21:00 | Shyampur | 226 | 02:00 | 211 | 12:00
Fenchuganj | 231 | 02:00 | 222 | 20:00 | Siddhirganj | 226 | 00:00 | 211 | 12:00
Feni | 222 | 01:00 | 212 | 21:00 | Sirajgonj | 235 | 01:00 | 228 | 21:00
